,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
3960,2011,3,Hudson River,Rockland,ADULT,Assertive Community Treatment,3704,71,632,943167
3961,2011,3,Hudson River,Rockland,ADULT,Clinic Treatment,3704,1687,16517,2799001
3962,2011,3,Hudson River,Rockland,ADULT,Community Residence,3704,254,2251,7001813
3963,2011,3,Hudson River,Rockland,ADULT,Continuing Day Treatment,3704,473,30483,4149410
3964,2011,3,Hudson River,Rockland,ADULT,Intensive Psychiatric Rehabilitation Treatment,3704,56,1603,175404
3965,2011,3,Hudson River,Rockland,ADULT,Partial Hospitalization,3704,1,1,61
3966,2011,3,Hudson River,Rockland,ADULT,Personalized Recovery Oriented Services,3704,130,432,151138
3967,2011,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient,3704,145,1823,1427462
3968,2011,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient OMH,3704,72,14323,13215834
3969,2011,3,Hudson River,Rockland,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),3704,1311,13098,18509178
3970,2011,3,Hudson River,Rockland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",3704,539,4391,1512370
3971,2011,3,Hudson River,Rockland,CHILD,Clinic Treatment,907,764,8761,1175987
3972,2011,3,Hudson River,Rockland,CHILD,Day Treatment,907,24,520,162396
3973,2011,3,Hudson River,Rockland,CHILD,Psychiatric Inpatient,907,1,1,0
3974,2011,3,Hudson River,Rockland,CHILD,Psychiatric Inpatient OMH,907,118,10886,14381603
3975,2011,3,Hudson River,Rockland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",907,73,554,281760
3976,2011,3,Hudson River,Saratoga,ADULT,Clinic Treatment,823,543,5256,1310803
3977,2011,3,Hudson River,Saratoga,ADULT,Community Residence,823,87,612,1314798
3978,2011,3,Hudson River,Saratoga,ADULT,Continuing Day Treatment,823,110,5589,298367
3979,2011,3,Hudson River,Saratoga,ADULT,Partial Hospitalization,823,114,1435,174387
3980,2011,3,Hudson River,Saratoga,ADULT,Psychiatric Inpatient,823,147,1003,1079699
3981,2011,3,Hudson River,Saratoga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",823,130,862,456348
3982,2011,3,Hudson River,Saratoga,CHILD,Clinic Treatment,404,123,1161,341410
3983,2011,3,Hudson River,Saratoga,CHILD,Community Residence,404,3,15,32630
3984,2011,3,Hudson River,Saratoga,CHILD,Psychiatric Inpatient,404,285,6850,5545272
3985,2011,3,Hudson River,Saratoga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",404,32,138,70397
3986,2011,3,Hudson River,Schenectady,ADULT,Assertive Community Treatment,1888,56,511,768939
3987,2011,3,Hudson River,Schenectady,ADULT,Clinic Treatment,1888,1478,20646,1613209
3988,2011,3,Hudson River,Schenectady,ADULT,Community Residence,1888,173,1221,3893538
3989,2011,3,Hudson River,Schenectady,ADULT,Continuing Day Treatment,1888,95,757,38876
3990,2011,3,Hudson River,Schenectady,ADULT,Personalized Recovery Oriented Services,1888,209,2510,955736
3991,2011,3,Hudson River,Schenectady,ADULT,Psychiatric Inpatient,1888,393,4131,3364477
3992,2011,3,Hudson River,Schenectady,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1888,71,458,303227
3993,2011,3,Hudson River,Schenectady,CHILD,Clinic Treatment,1079,977,10142,1811158
3994,2011,3,Hudson River,Schenectady,CHILD,Community Residence,1079,2,3,7320
3995,2011,3,Hudson River,Schenectady,CHILD,Psychiatric Inpatient,1079,137,1924,1641787
3996,2011,3,Hudson River,Schenectady,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1079,43,245,98288
3997,2011,3,Hudson River,Schoharie,ADULT,Clinic Treatment,522,414,3803,597563
3998,2011,3,Hudson River,Schoharie,ADULT,Community Residence,522,27,284,767516
3999,2011,3,Hudson River,Schoharie,ADULT,"Targeted Case Management (ICM, BCM, SCM)",522,142,278,129599
4000,2011,3,Hudson River,Schoharie,CHILD,Clinic Treatment,208,203,1618,251831
4001,2011,3,Hudson River,Schoharie,CHILD,Community Residence,208,1,6,16295
4002,2011,3,Hudson River,Schoharie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",208,22,121,51314
4003,2011,3,Hudson River,Sullivan,ADULT,Clinic Treatment,914,579,3792,1001986
4004,2011,3,Hudson River,Sullivan,ADULT,Community Residence,914,69,578,1556736
4005,2011,3,Hudson River,Sullivan,ADULT,Continuing Day Treatment,914,100,5709,357275
4006,2011,3,Hudson River,Sullivan,ADULT,Psychiatric Inpatient,914,197,2198,1861228
4007,2011,3,Hudson River,Sullivan,ADULT,"Targeted Case Management (ICM, BCM, SCM)",914,202,1850,660238
4008,2011,3,Hudson River,Sullivan,CHILD,Clinic Treatment,188,169,860,229861
4009,2011,3,Hudson River,Sullivan,CHILD,Psychiatric Inpatient,188,5,7,2092
4010,2011,3,Hudson River,Sullivan,CHILD,"Targeted Case Management (ICM, BCM, SCM)",188,33,211,107325
4011,2011,3,Hudson River,Ulster,ADULT,Assertive Community Treatment,1631,56,494,711019
4012,2011,3,Hudson River,Ulster,ADULT,Clinic Treatment,1631,1316,14279,2495483
4013,2011,3,Hudson River,Ulster,ADULT,Community Residence,1631,118,936,2723120
4014,2011,3,Hudson River,Ulster,ADULT,Partial Hospitalization,1631,68,923,115075
4015,2011,3,Hudson River,Ulster,ADULT,Personalized Recovery Oriented Services,1631,116,1035,351783
4016,2011,3,Hudson River,Ulster,ADULT,Psychiatric Inpatient,1631,204,3177,2438796
4017,2011,3,Hudson River,Ulster,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1631,81,584,313600
4018,2011,3,Hudson River,Ulster,CHILD,Clinic Treatment,714,598,7690,1600341
4019,2011,3,Hudson River,Ulster,CHILD,Community Residence,714,2,5,13348
4020,2011,3,Hudson River,Ulster,CHILD,Day Treatment,714,39,953,313495
4021,2011,3,Hudson River,Ulster,CHILD,Family Based Treatment/Teaching Family Home,714,10,40,293742
4022,2011,3,Hudson River,Ulster,CHILD,Home and Community Based Services Waiver (HCBS),714,90,1257,1367431
4023,2011,3,Hudson River,Ulster,CHILD,Partial Hospitalization,714,32,416,51516
4024,2011,3,Hudson River,Ulster,CHILD,Psychiatric Inpatient,714,1,3,2873
4025,2011,3,Hudson River,Ulster,CHILD,"Targeted Case Management (ICM, BCM, SCM)",714,40,191,105932
4026,2011,3,Hudson River,Warren,ADULT,Clinic Treatment,950,706,8239,677531
4027,2011,3,Hudson River,Warren,ADULT,Community Residence,950,14,83,182253
4028,2011,3,Hudson River,Warren,ADULT,Continuing Day Treatment,950,52,5059,244036
4029,2011,3,Hudson River,Warren,ADULT,Psychiatric Inpatient,950,273,2417,1749725
4030,2011,3,Hudson River,Warren,ADULT,"Targeted Case Management (ICM, BCM, SCM)",950,55,393,261659
4031,2011,3,Hudson River,Warren,CHILD,Clinic Treatment,412,393,5048,643023
4032,2011,3,Hudson River,Warren,CHILD,Community Residence,412,2,3,6629
4033,2011,3,Hudson River,Warren,CHILD,Psychiatric Inpatient,412,20,43,30816
4034,2011,3,Hudson River,Warren,CHILD,"Targeted Case Management (ICM, BCM, SCM)",412,36,199,132451
4035,2011,3,Hudson River,Washington,ADULT,Clinic Treatment,562,474,5178,723667
4036,2011,3,Hudson River,Washington,ADULT,Community Residence,562,61,502,1097149
4037,2011,3,Hudson River,Washington,ADULT,"Targeted Case Management (ICM, BCM, SCM)",562,59,380,152008
4038,2011,3,Hudson River,Washington,CHILD,Clinic Treatment,303,289,2861,446586
4039,2011,3,Hudson River,Washington,CHILD,Community Residence,303,1,1,2192
4040,2011,3,Hudson River,Washington,CHILD,"Targeted Case Management (ICM, BCM, SCM)",303,22,140,55996
4041,2011,3,Hudson River,Westchester,ADULT,Assertive Community Treatment,9200,262,2281,3165000
4042,2011,3,Hudson River,Westchester,ADULT,Clinic Treatment,9200,6291,82431,14955867
4043,2011,3,Hudson River,Westchester,ADULT,Community Residence,9200,393,3391,9166069
4044,2011,3,Hudson River,Westchester,ADULT,Comprehensive Psychiatric Emergency Program,9200,77,96,42299
4045,2011,3,Hudson River,Westchester,ADULT,Continuing Day Treatment,9200,289,23281,1820606
4046,2011,3,Hudson River,Westchester,ADULT,Intensive Psychiatric Rehabilitation Treatment,9200,30,1085,95287
4047,2011,3,Hudson River,Westchester,ADULT,Partial Hospitalization,9200,326,3256,373724
4048,2011,3,Hudson River,Westchester,ADULT,Personalized Recovery Oriented Services,9200,90,482,184843
4049,2011,3,Hudson River,Westchester,ADULT,Psychiatric Inpatient,9200,2445,69457,60234124
4050,2011,3,Hudson River,Westchester,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9200,1020,7778,3358912
4051,2011,3,Hudson River,Westchester,CHILD,Clinic Treatment,4936,3219,56696,10012259
4052,2011,3,Hudson River,Westchester,CHILD,Community Residence,4936,27,151,1758560
4053,2011,3,Hudson River,Westchester,CHILD,Comprehensive Psychiatric Emergency Program,4936,63,71,36688
4054,2011,3,Hudson River,Westchester,CHILD,Day Treatment,4936,290,22415,4040163
4055,2011,3,Hudson River,Westchester,CHILD,Family Based Treatment/Teaching Family Home,4936,10,71,392231
4056,2011,3,Hudson River,Westchester,CHILD,Home and Community Based Services Waiver (HCBS),4936,100,5055,1542636
4057,2011,3,Hudson River,Westchester,CHILD,Partial Hospitalization,4936,111,1628,232781
4058,2011,3,Hudson River,Westchester,CHILD,Psychiatric Inpatient,4936,1439,60153,44641175
4059,2011,3,Hudson River,Westchester,CHILD,Residential Treatment Facility,4936,223,45722,22255548
4060,2011,3,Hudson River,Westchester,CHILD,"Targeted Case Management (ICM, BCM, SCM)",4936,111,542,349438
4061,2011,4,New York City,Bronx,ADULT,Assertive Community Treatment,23922,416,3463,4313885
4062,2011,4,New York City,Bronx,ADULT,Clinic Treatment,23922,18476,259304,36161205
4063,2011,4,New York City,Bronx,ADULT,Community Residence,23922,561,4582,12549431
4064,2011,4,New York City,Bronx,ADULT,Comprehensive Psychiatric Emergency Program,23922,1451,2192,928034
4065,2011,4,New York City,Bronx,ADULT,Continuing Day Treatment,23922,1153,83715,6062503
4066,2011,4,New York City,Bronx,ADULT,Intensive Psychiatric Rehabilitation Treatment,23922,76,1261,175258
4067,2011,4,New York City,Bronx,ADULT,Partial Hospitalization,23922,178,2727,493400
4068,2011,4,New York City,Bronx,ADULT,Personalized Recovery Oriented Services,23922,678,7426,3782276
4069,2011,4,New York City,Bronx,ADULT,Psychiatric Inpatient,23922,3557,89014,83707624
4070,2011,4,New York City,Bronx,ADULT,Psychiatric Inpatient OMH,23922,63,10366,9174742
4071,2011,4,New York City,Bronx,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),23922,401,4059,6024499
4072,2011,4,New York City,Bronx,ADULT,"Targeted Case Management (ICM, BCM, SCM)",23922,1074,8026,3788626
4073,2011,4,New York City,Bronx,CHILD,Clinic Treatment,11293,10181,128405,19830154
4074,2011,4,New York City,Bronx,CHILD,Community Residence,11293,52,317,3603448
4075,2011,4,New York City,Bronx,CHILD,Comprehensive Psychiatric Emergency Program,11293,433,611,277872
4076,2011,4,New York City,Bronx,CHILD,Day Treatment,11293,570,62269,7791722
4077,2011,4,New York City,Bronx,CHILD,Family Based Treatment/Teaching Family Home,11293,10,64,339285
4078,2011,4,New York City,Bronx,CHILD,Home and Community Based Services Waiver (HCBS),11293,263,7919,4480433
4079,2011,4,New York City,Bronx,CHILD,Partial Hospitalization,11293,102,1374,176748
4080,2011,4,New York City,Bronx,CHILD,Psychiatric Inpatient,11293,193,6227,6271660
4081,2011,4,New York City,Bronx,CHILD,Psychiatric Inpatient OMH,11293,161,20478,26019379
4082,2011,4,New York City,Bronx,CHILD,Residential Treatment Facility,11293,56,11491,5695320
4083,2011,4,New York City,Bronx,CHILD,"Targeted Case Management (ICM, BCM, SCM)",11293,151,840,486601
4084,2011,4,New York City,Kings,ADULT,Assertive Community Treatment,37140,575,4835,6533579
4085,2011,4,New York City,Kings,ADULT,Clinic Treatment,37140,28455,470519,60274259
4086,2011,4,New York City,Kings,ADULT,Community Residence,37140,636,6059,14616118
4087,2011,4,New York City,Kings,ADULT,Comprehensive Psychiatric Emergency Program,37140,1520,2423,1154636
4088,2011,4,New York City,Kings,ADULT,Continuing Day Treatment,37140,1361,96917,8533432
4089,2011,4,New York City,Kings,ADULT,Intensive Psychiatric Rehabilitation Treatment,37140,23,611,55673
4090,2011,4,New York City,Kings,ADULT,Partial Hospitalization,37140,259,3722,779854
4091,2011,4,New York City,Kings,ADULT,Personalized Recovery Oriented Services,37140,1344,16156,7628937
4092,2011,4,New York City,Kings,ADULT,Psychiatric Inpatient,37140,6193,157062,139581976
4093,2011,4,New York City,Kings,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),37140,279,2901,4308541
4094,2011,4,New York City,Kings,ADULT,"Targeted Case Management (ICM, BCM, SCM)",37140,2571,19080,9557676
4095,2011,4,New York City,Kings,CHILD,Clinic Treatment,15244,14369,213993,26686441
4096,2011,4,New York City,Kings,CHILD,Community Residence,15244,63,933,2060884
4097,2011,4,New York City,Kings,CHILD,Comprehensive Psychiatric Emergency Program,15244,415,565,296482
4098,2011,4,New York City,Kings,CHILD,Day Treatment,15244,346,39240,7846793
4099,2011,4,New York City,Kings,CHILD,Family Based Treatment/Teaching Family Home,15244,30,189,1006503
4100,2011,4,New York City,Kings,CHILD,Home and Community Based Services Waiver (HCBS),15244,308,4151,4599496
4101,2011,4,New York City,Kings,CHILD,Psychiatric Inpatient,15244,410,8200,8375691
4102,2011,4,New York City,Kings,CHILD,Psychiatric Inpatient OMH,15244,51,9424,11866749
4103,2011,4,New York City,Kings,CHILD,"Targeted Case Management (ICM, BCM, SCM)",15244,401,2573,1550508
4104,2011,4,New York City,New York,ADULT,Assertive Community Treatment,39802,1238,10821,15328344
4105,2011,4,New York City,New York,ADULT,Clinic Treatment,39802,28170,423542,57971679
4106,2011,4,New York City,New York,ADULT,Community Residence,39802,888,7241,19398164
4107,2011,4,New York City,New York,ADULT,Comprehensive Psychiatric Emergency Program,39802,3328,6470,2301044
4108,2011,4,New York City,New York,ADULT,Continuing Day Treatment,39802,1653,118974,10055747
4109,2011,4,New York City,New York,ADULT,Intensive Psychiatric Rehabilitation Treatment,39802,50,1015,89586
4110,2011,4,New York City,New York,ADULT,Partial Hospitalization,39802,25,253,35041
4111,2011,4,New York City,New York,ADULT,Personalized Recovery Oriented Services,39802,1020,12061,4839022
4112,2011,4,New York City,New York,ADULT,Psychiatric Inpatient,39802,6647,158749,152703828
4113,2011,4,New York City,New York,ADULT,Psychiatric Inpatient OMH,39802,60,7890,6846213
4114,2011,4,New York City,New York,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),39802,978,9534,14142534
4115,2011,4,New York City,New York,ADULT,"Targeted Case Management (ICM, BCM, SCM)",39802,2986,21008,10917212
4116,2011,4,New York City,New York,CHILD,Clinic Treatment,11239,10469,161485,25160494
4117,2011,4,New York City,New York,CHILD,Comprehensive Psychiatric Emergency Program,11239,100,131,68493
4118,2011,4,New York City,New York,CHILD,Day Treatment,11239,164,14967,1876306
4119,2011,4,New York City,New York,CHILD,Family Based Treatment/Teaching Family Home,11239,22,147,824831
4120,2011,4,New York City,New York,CHILD,Home and Community Based Services Waiver (HCBS),11239,215,1409,4610541
4121,2011,4,New York City,New York,CHILD,Psychiatric Inpatient,11239,504,12362,12358764
4122,2011,4,New York City,New York,CHILD,Residential Treatment Facility,11239,45,11763,6400596
4123,2011,4,New York City,New York,CHILD,"Targeted Case Management (ICM, BCM, SCM)",11239,523,3123,1762561
4124,2011,4,New York City,Queens,ADULT,Assertive Community Treatment,21468,679,5292,7413256
4125,2011,4,New York City,Queens,ADULT,Clinic Treatment,21468,15230,315009,39523377
4126,2011,4,New York City,Queens,ADULT,Community Residence,21468,523,4378,11440601
4127,2011,4,New York City,Queens,ADULT,Comprehensive Psychiatric Emergency Program,21468,1003,1379,671817
4128,2011,4,New York City,Queens,ADULT,Continuing Day Treatment,21468,1500,164541,12162750
4129,2011,4,New York City,Queens,ADULT,Intensive Psychiatric Rehabilitation Treatment,21468,258,11909,1223255
4130,2011,4,New York City,Queens,ADULT,Partial Hospitalization,21468,450,6907,2027362
4131,2011,4,New York City,Queens,ADULT,Personalized Recovery Oriented Services,21468,279,1872,813315
4132,2011,4,New York City,Queens,ADULT,Psychiatric Inpatient,21468,3007,70150,60872985
4133,2011,4,New York City,Queens,ADULT,Psychiatric Inpatient OMH,21468,56,11492,10076715
4134,2011,4,New York City,Queens,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),21468,916,9020,13378520
4135,2011,4,New York City,Queens,ADULT,"Targeted Case Management (ICM, BCM, SCM)",21468,2443,19553,8388283
4136,2011,4,New York City,Queens,CHILD,Clinic Treatment,9309,7896,123399,20506200
4137,2011,4,New York City,Queens,CHILD,Community Residence,9309,42,209,2554441
4138,2011,4,New York City,Queens,CHILD,Comprehensive Psychiatric Emergency Program,9309,152,190,98719
4139,2011,4,New York City,Queens,CHILD,Day Treatment,9309,364,33160,9614766
4140,2011,4,New York City,Queens,CHILD,Home and Community Based Services Waiver (HCBS),9309,183,1502,3683071
4141,2011,4,New York City,Queens,CHILD,Partial Hospitalization,9309,30,467,132150
4142,2011,4,New York City,Queens,CHILD,Psychiatric Inpatient,9309,723,23429,14707026
4143,2011,4,New York City,Queens,CHILD,Psychiatric Inpatient OMH,9309,158,25544,32460708
4144,2011,4,New York City,Queens,CHILD,Residential Treatment Facility,9309,90,19973,9155025
4145,2011,4,New York City,Queens,CHILD,"Targeted Case Management (ICM, BCM, SCM)",9309,538,3668,2082142
4146,2011,4,New York City,Richmond,ADULT,Assertive Community Treatment,6790,189,1559,1864478
4147,2011,4,New York City,Richmond,ADULT,Clinic Treatment,6790,3654,47689,6005077
4148,2011,4,New York City,Richmond,ADULT,Community Residence,6790,190,1528,4263693
4149,2011,4,New York City,Richmond,ADULT,Comprehensive Psychiatric Emergency Program,6790,895,1349,648448
4150,2011,4,New York City,Richmond,ADULT,Continuing Day Treatment,6790,322,16977,1122220
4151,2011,4,New York City,Richmond,ADULT,Partial Hospitalization,6790,153,1788,230540
4152,2011,4,New York City,Richmond,ADULT,Psychiatric Inpatient,6790,879,17298,12907294
4153,2011,4,New York City,Richmond,ADULT,Psychiatric Inpatient OMH,6790,43,5939,5346898
4154,2011,4,New York City,Richmond,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),6790,1803,18668,27728608
4155,2011,4,New York City,Richmond,ADULT,"Targeted Case Management (ICM, BCM, SCM)",6790,462,4103,1977041
4156,2011,4,New York City,Richmond,CHILD,Clinic Treatment,1762,1510,25742,6470187
4157,2011,4,New York City,Richmond,CHILD,Community Residence,1762,4,9,25058
4158,2011,4,New York City,Richmond,CHILD,Comprehensive Psychiatric Emergency Program,1762,99,129,66360
4159,2011,4,New York City,Richmond,CHILD,Day Treatment,1762,246,21866,3262837
4160,2011,4,New York City,Richmond,CHILD,Family Based Treatment/Teaching Family Home,1762,40,222,1287648
4161,2011,4,New York City,Richmond,CHILD,Home and Community Based Services Waiver (HCBS),1762,54,2786,986155
4162,2011,4,New York City,Richmond,CHILD,Psychiatric Inpatient,1762,42,849,628534
4163,2011,4,New York City,Richmond,CHILD,Psychiatric Inpatient OMH,1762,33,3490,4502937
4164,2011,4,New York City,Richmond,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1762,125,932,542055
4165,2011,5,Long Island,Nassau,ADULT,Assertive Community Treatment,9596,210,1943,2700733
4166,2011,5,Long Island,Nassau,ADULT,Clinic Treatment,9596,5824,78730,11318739
4167,2011,5,Long Island,Nassau,ADULT,Community Residence,9596,599,5152,19369321
4168,2011,5,Long Island,Nassau,ADULT,Continuing Day Treatment,9596,46,5187,308364
4169,2011,5,Long Island,Nassau,ADULT,Intensive Psychiatric Rehabilitation Treatment,9596,18,118,12071
4170,2011,5,Long Island,Nassau,ADULT,Partial Hospitalization,9596,212,2298,181251
4171,2011,5,Long Island,Nassau,ADULT,Personalized Recovery Oriented Services,9596,641,8332,4119883
4172,2011,5,Long Island,Nassau,ADULT,Psychiatric Inpatient,9596,3253,67182,58454380
4173,2011,5,Long Island,Nassau,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9596,1349,10255,4234344
4174,2011,5,Long Island,Nassau,CHILD,Clinic Treatment,2220,1790,19478,3588259
4175,2011,5,Long Island,Nassau,CHILD,Community Residence,2220,64,323,3874887
4176,2011,5,Long Island,Nassau,CHILD,Day Treatment,2220,29,2178,765157
4177,2011,5,Long Island,Nassau,CHILD,Family Based Treatment/Teaching Family Home,2220,73,444,3049227
4178,2011,5,Long Island,Nassau,CHILD,Home and Community Based Services Waiver (HCBS),2220,143,11832,2710770
4179,2011,5,Long Island,Nassau,CHILD,Psychiatric Inpatient,2220,193,3827,3313393
4180,2011,5,Long Island,Nassau,CHILD,Residential Treatment Facility,2220,44,9841,4290334
4181,2011,5,Long Island,Nassau,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2220,105,664,410613
4182,2011,5,Long Island,Suffolk,ADULT,Assertive Community Treatment,9817,404,3605,5304966
4183,2011,5,Long Island,Suffolk,ADULT,Clinic Treatment,9817,5140,75204,11613352
4184,2011,5,Long Island,Suffolk,ADULT,Community Residence,9817,778,7052,25918411
4185,2011,5,Long Island,Suffolk,ADULT,Comprehensive Psychiatric Emergency Program,9817,9,9,3336
4186,2011,5,Long Island,Suffolk,ADULT,Continuing Day Treatment,9817,81,5514,432274
4187,2011,5,Long Island,Suffolk,ADULT,Partial Hospitalization,9817,369,4587,538569
4188,2011,5,Long Island,Suffolk,ADULT,Personalized Recovery Oriented Services,9817,2397,36404,17149488
4189,2011,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient,9817,1222,21449,18239905
4190,2011,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient OMH,9817,87,20136,18427706
4191,2011,5,Long Island,Suffolk,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),9817,1019,10751,15224991
4192,2011,5,Long Island,Suffolk,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9817,2853,25630,12131073
4193,2011,5,Long Island,Suffolk,CHILD,Clinic Treatment,2750,1990,26654,3730705
4194,2011,5,Long Island,Suffolk,CHILD,Community Residence,2750,55,251,2686491
4195,2011,5,Long Island,Suffolk,CHILD,Comprehensive Psychiatric Emergency Program,2750,2,2,1052
4196,2011,5,Long Island,Suffolk,CHILD,Day Treatment,2750,164,4369,1508396
4197,2011,5,Long Island,Suffolk,CHILD,Family Based Treatment/Teaching Family Home,2750,11,107,607018
4198,2011,5,Long Island,Suffolk,CHILD,Home and Community Based Services Waiver (HCBS),2750,163,8409,3227933
4199,2011,5,Long Island,Suffolk,CHILD,Partial Hospitalization,2750,116,1925,276277
4200,2011,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient,2750,530,25123,19324382
4201,2011,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient OMH,2750,173,17336,23034705
4202,2011,5,Long Island,Suffolk,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2750,220,1285,645759
4203,2010,1,Western NY,Allegany,ADULT,Clinic Treatment,665,578,5237,718490
4204,2010,1,Western NY,Allegany,ADULT,Continuing Day Treatment,665,134,7548,591909
4205,2010,1,Western NY,Allegany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",665,57,295,131747
4206,2010,1,Western NY,Allegany,CHILD,Clinic Treatment,265,254,2771,311065
4207,2010,1,Western NY,Allegany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",265,58,381,192525
4208,2010,1,Western NY,Cattaraugus,ADULT,Clinic Treatment,1331,826,6370,963817
4209,2010,1,Western NY,Cattaraugus,ADULT,Community Residence,1331,174,546,1808118
4210,2010,1,Western NY,Cattaraugus,ADULT,Continuing Day Treatment,1331,148,10306,620944
4211,2010,1,Western NY,Cattaraugus,ADULT,Personalized Recovery Oriented Services,1331,145,1524,683429
4212,2010,1,Western NY,Cattaraugus,ADULT,Psychiatric Inpatient,1331,271,2903,1591784
4213,2010,1,Western NY,Cattaraugus,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1331,72,438,206414
4214,2010,1,Western NY,Cattaraugus,CHILD,Clinic Treatment,611,575,5990,851661
4215,2010,1,Western NY,Cattaraugus,CHILD,Community Residence,611,17,92,943231
4216,2010,1,Western NY,Cattaraugus,CHILD,Home and Community Based Services Waiver (HCBS),611,47,2743,911641
4217,2010,1,Western NY,Cattaraugus,CHILD,"Targeted Case Management (ICM, BCM, SCM)",611,97,703,300859
4218,2010,1,Western NY,Chautauqua,ADULT,Assertive Community Treatment,2719,56,515,782851
4219,2010,1,Western NY,Chautauqua,ADULT,Clinic Treatment,2719,2262,17699,2329618
4220,2010,1,Western NY,Chautauqua,ADULT,Community Residence,2719,165,287,1419222
4221,2010,1,Western NY,Chautauqua,ADULT,Continuing Day Treatment,2719,178,11422,637930
4222,2010,1,Western NY,Chautauqua,ADULT,Personalized Recovery Oriented Services,2719,211,1367,558624
4223,2010,1,Western NY,Chautauqua,ADULT,Psychiatric Inpatient,2719,178,1945,1251085
4224,2010,1,Western NY,Chautauqua,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2719,241,1596,583404
4225,2010,1,Western NY,Chautauqua,CHILD,Clinic Treatment,1219,1165,9824,1578179
4226,2010,1,Western NY,Chautauqua,CHILD,Community Residence,1219,1,2,4506
4227,2010,1,Western NY,Chautauqua,CHILD,Psychiatric Inpatient,1219,67,641,427241
4228,2010,1,Western NY,Chautauqua,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1219,83,434,152564
4229,2010,1,Western NY,Chemung,ADULT,Assertive Community Treatment,2689,71,621,860182
4230,2010,1,Western NY,Chemung,ADULT,Clinic Treatment,2689,2069,29329,3283925
4231,2010,1,Western NY,Chemung,ADULT,Community Residence,2689,61,549,941790
4232,2010,1,Western NY,Chemung,ADULT,Personalized Recovery Oriented Services,2689,206,2351,703229
4233,2010,1,Western NY,Chemung,ADULT,Psychiatric Inpatient,2689,419,3602,2377460
4234,2010,1,Western NY,Chemung,ADULT,Psychiatric Inpatient OMH,2689,44,5316,4649529
4235,2010,1,Western NY,Chemung,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),2689,248,2234,3418398
4236,2010,1,Western NY,Chemung,ADULT,"Targeted Case Management (ICM, BCM, SCM)",2689,88,539,210991
4237,2010,1,Western NY,Chemung,CHILD,Clinic Treatment,1344,1262,17387,2422921
4238,2010,1,Western NY,Chemung,CHILD,Community Residence,1344,19,97,906336
4239,2010,1,Western NY,Chemung,CHILD,Day Treatment,1344,35,3209,1171763
4240,2010,1,Western NY,Chemung,CHILD,Psychiatric Inpatient OMH,1344,106,5694,7126012
4241,2010,1,Western NY,Chemung,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1344,13,81,47069
4242,2010,1,Western NY,Erie,ADULT,Assertive Community Treatment,13429,250,2206,2961611
4243,2010,1,Western NY,Erie,ADULT,Clinic Treatment,13429,10543,132336,12820697
4244,2010,1,Western NY,Erie,ADULT,Community Residence,13429,618,5170,12039897
4245,2010,1,Western NY,Erie,ADULT,Comprehensive Psychiatric Emergency Program,13429,1444,2273,892510
4246,2010,1,Western NY,Erie,ADULT,Continuing Day Treatment,13429,460,49417,2811051
4247,2010,1,Western NY,Erie,ADULT,Intensive Psychiatric Rehabilitation Treatment,13429,43,1470,202464
4248,2010,1,Western NY,Erie,ADULT,Partial Hospitalization,13429,103,886,96148
4249,2010,1,Western NY,Erie,ADULT,Personalized Recovery Oriented Services,13429,769,11048,4204175
